A New Edition of Theoretical Medicine and Bioethics is Available (bioethicscom),http://news.feedzilla.com/en_us/stories/science/403879049?client_source=api&format=json,"Theoretical Medicine and Bioethics (Vol. 35, No. 5, October 2014) is now
available online by subscription only. Articles include: ""How useful is the
concept of the 'harm threshold' in reproductive ethics and law?"" by Anna
Smajdor ""What is the harm in à Read More

"
Amphibians being wiped out by emerging viruses (Biologynews),http://news.feedzilla.com/en_us/stories/science/403504080?client_source=api&format=json,"Scientists tracing the real-time impact of viruses in the wild have found that
entire amphibian communities are being killed off by closely related viruses
introduced to mountainous areas of northern Spain.

"
Apple's Next Hit Could Be a Microsoft Surface Pro Clone,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/ootCVy0efak/story01.htm,"theodp writes ""Good artists copy, great artists steal,"" Steve Jobs used to say. Having launched a perfectly-timed attack against Samsung and phablets with its iPhone 6 and iPhone 6 Plus, Leonid Bershidsky suggests that the next big thing from Apple will be a tablet-laptop a la Microsoft's Surface Pro 3. ""Before yesterday's Apple [iPad] event,"" writes Bershidsky, ""rumors were strong of an upcoming giant iPad, to be called iPad Pro or iPad Plus. There were even leaked pictures of a device with a 12.9-inch screen, bigger than the Surface Pro's 12-inch one. It didn't come this time, but it will. I've been expecting a touch-screen Apple laptop for a few years now, and keep being wrong.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Apple's+Next+Hit+Could+Be+a+Microsoft+Surface+Pro+Clone%3A+http%3A%2F%2Fbit.ly%2F1pojrx5""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fapple.slashdot.org%2Fstory%2F14%2F10%2F18%2F1727218%2Fapples-next-hit-could-be-a-microsoft-surface-pro-clone%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://apple.slashdot.org/story/14/10/18/1727218/apples-next-hit-could-be-a-microsoft-surface-pro-clone?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://apple.slashdot.org/story/14/10/18/1727218/apples-next-hit-could-be-a-microsoft-surface-pro-clone?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5845473&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3f97a1b9/sc/28/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/210474497954/u/49/f/647410/c/35028/s/3f97a1b9/sc/28/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474497954/u/49/f/647410/c/35028/s/3f97a1b9/sc/28/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474497954/u/49/f/647410/c/35028/s/3f97a1b9/sc/28/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474497954/u/49/f/647410/c/35028/s/3f97a1b9/sc/28/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474497954/u/49/f/647410/c/35028/s/3f97a1b9/sc/28/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474497954/u/49/f/647410/c/35028/s/3f97a1b9/sc/28/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/210474497954/u/49/f/647410/c/35028/s/3f97a1b9/sc/28/a2.htm""><img src=""http://da.feedsportal.com/r/210474497954/u/49/f/647410/c/35028/s/3f97a1b9/sc/28/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/210474497954/u/49/f/647410/c/35028/s/3f97a1b9/sc/28/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/ootCVy0efak"" height=""1"" width=""1""/>"
Argentina launches its first home-built satellite (The Arizona Republic),http://news.feedzilla.com/en_us/stories/science/403560308?client_source=api&format=json,"BUENOS AIRES, Argentina (AP) -- Argentina launched its first domestically
built communications satellite Thursday....

"
Ask Slashdot: Stop PulseAudio From Changing Sound Settings?,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/zWyPRLSXOG8/story01.htm,"New submitter cgdae writes Does anyone know how to stop PulseAudio/Pavucontrol from changing sound settings whenever there is a hardware change such as headphones being plugged in/out or docking/undocking my laptop ? I recently had to install PulseAudio on my Debian system because the Linux version of Skype started to require it. Ever since, whenever i dock/undock or use/stop using headphones, all sound disappears, and i have to go to Pavucontrol and make random changes to its 'Output Devices' or 'Speakers' or 'Headphones' tab, or mute/unmute things, or drag a volume slider which has inexplicably moved to nearly zero, until sound magically comes back again. I've tried creating empty PulseAudio config files in my home directory, and/or disabling the loading of various PulseAudio modules in /etc/pulse/*.conf, but i cannot stop PulseAudio from messing things up whenever there's a hardware change. It's really frustrating that something like PulseAudio doesn't have an easy-to-find way of preventing it from trying (and failing) to be clever. [In case it's relevant, my system is a Lenovo X220 laptop, with Debian jessie, kernel 3.14-2-amd64. I run fvwm with an ancient config.]<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Ask+Slashdot%3A+Stop+PulseAudio+From+Changing+Sound+Settings%3F%3A+http%3A%2F%2Fbit.ly%2F1wcjp05""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fask.slashdot.org%2Fstory%2F14%2F10%2F18%2F1527231%2Fask-slashdot-stop-pulseaudio-from-changing-sound-settings%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://ask.slashdot.org/story/14/10/18/1527231/ask-slashdot-stop-pulseaudio-from-changing-sound-settings?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://ask.slashdot.org/story/14/10/18/1527231/ask-slashdot-stop-pulseaudio-from-changing-sound-settings?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5845245&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3f971fd7/sc/4/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/210474492370/u/49/f/647410/c/35028/s/3f971fd7/sc/4/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474492370/u/49/f/647410/c/35028/s/3f971fd7/sc/4/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474492370/u/49/f/647410/c/35028/s/3f971fd7/sc/4/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474492370/u/49/f/647410/c/35028/s/3f971fd7/sc/4/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474492370/u/49/f/647410/c/35028/s/3f971fd7/sc/4/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474492370/u/49/f/647410/c/35028/s/3f971fd7/sc/4/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/210474492370/u/49/f/647410/c/35028/s/3f971fd7/sc/4/a2.htm""><img src=""http://da.feedsportal.com/r/210474492370/u/49/f/647410/c/35028/s/3f971fd7/sc/4/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/210474492370/u/49/f/647410/c/35028/s/3f971fd7/sc/4/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/zWyPRLSXOG8"" height=""1"" width=""1""/>"
Cisco Exec: Turnover In Engineering No Problem,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/dibzWAqrwqE/story01.htm,"alphadogg (971356) writes The engineering reorganization currently underway at network giant Cisco Systems is intended to streamline product development and delivery to customers. That it is prompting some high profile departures is an expected byproduct of any realignment of this size, which affects 25,000 employees, says Cisco Executive Vice President Pankaj Patel, who is conducting the transformation. ""People leave for personal business reasons,"" Patel said in an interview with Network World this week. ""Similar transformations"" among Cisco peers and customers ""see personnel change of 30% to 50%.""<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Cisco+Exec%3A+Turnover+In+Engineering+No+Problem%3A+http%3A%2F%2Fbit.ly%2F1sYc6cN""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fdevelopers.slashdot.org%2Fstory%2F14%2F10%2F18%2F018221%2Fcisco-exec-turnover-in-engineering-no-problem%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://developers.slashdot.org/story/14/10/18/018221/cisco-exec-turnover-in-engineering-no-problem?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://developers.slashdot.org/story/14/10/18/018221/cisco-exec-turnover-in-engineering-no-problem?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5842799&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3f9428c7/sc/46/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/210474481926/u/49/f/647410/c/35028/s/3f9428c7/sc/46/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474481926/u/49/f/647410/c/35028/s/3f9428c7/sc/46/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474481926/u/49/f/647410/c/35028/s/3f9428c7/sc/46/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474481926/u/49/f/647410/c/35028/s/3f9428c7/sc/46/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474481926/u/49/f/647410/c/35028/s/3f9428c7/sc/46/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474481926/u/49/f/647410/c/35028/s/3f9428c7/sc/46/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/210474481926/u/49/f/647410/c/35028/s/3f9428c7/sc/46/a2.htm""><img src=""http://da.feedsportal.com/r/210474481926/u/49/f/647410/c/35028/s/3f9428c7/sc/46/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/210474481926/u/49/f/647410/c/35028/s/3f9428c7/sc/46/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/dibzWAqrwqE"" height=""1"" width=""1""/>"
Direct3D 9.0 Support On Track For Linux's Gallium3D Drivers,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/wiEpzDSigNY/story01.htm,"An anonymous reader writes Twelve years after Microsoft debuted DirectX 9.0, open-source developers are getting ready to possibly land Direct3D 9.0 support within the open-source Linux Mesa/Gallium3D code-base. The ""Gallium3D Nine"" state tracker allows accelerating D3D9 natively by Gallium3D drivers and there's patches for Wine so that Windows games can utilize this state tracker without having to go through Wine's costly D3D-to-OGL translator. The Gallium3D D3D9 code has been in development since last year and is now reaching a point where it's under review for mainline Mesa. The uses for this Direct3D 9 state tracker will likely be very limited outside of using it for Wine gaming.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Direct3D+9.0+Support+On+Track+For+Linux's+Gallium3D+Drivers%3A+http%3A%2F%2Fbit.ly%2F1pnPYTU""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Flinux.slashdot.org%2Fstory%2F14%2F10%2F18%2F1433225%2Fdirect3d-90-support-on-track-for-linuxs-gallium3d-drivers%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://linux.slashdot.org/story/14/10/18/1433225/direct3d-90-support-on-track-for-linuxs-gallium3d-drivers?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://linux.slashdot.org/story/14/10/18/1433225/direct3d-90-support-on-track-for-linuxs-gallium3d-drivers?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5845165&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3f96728b/sc/4/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/210474494713/u/49/f/647410/c/35028/s/3f96728b/sc/4/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474494713/u/49/f/647410/c/35028/s/3f96728b/sc/4/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474494713/u/49/f/647410/c/35028/s/3f96728b/sc/4/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474494713/u/49/f/647410/c/35028/s/3f96728b/sc/4/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474494713/u/49/f/647410/c/35028/s/3f96728b/sc/4/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474494713/u/49/f/647410/c/35028/s/3f96728b/sc/4/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/210474494713/u/49/f/647410/c/35028/s/3f96728b/sc/4/a2.htm""><img src=""http://da.feedsportal.com/r/210474494713/u/49/f/647410/c/35028/s/3f96728b/sc/4/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/210474494713/u/49/f/647410/c/35028/s/3f96728b/sc/4/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/wiEpzDSigNY"" height=""1"" width=""1""/>"
Facebook 'Safety Check' Lets Friends Know You're OK After a Major Disaster,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/koWXiKQTsfE/story01.htm,"rtoz (2530056) writes Facebook has launched a new Tool called ""Safety Check."" The Facebook Safety Check tool will notify your friends so that they know you're OK after a major disaster. In times of disaster or crisis, people turn to Facebook to check on loved ones and get updates. ""During a major disaster, Safety Check will help you: Let friends and family know you're safe; Check on others in the affected area; Mark your friends as safe ... When the tool is activated after a natural disaster and if you're in the affected area, you'll receive a Facebook notification asking if you're safe. [Facebook] will determine your location by looking at the city you have listed in your profile, your last location if you've opted in to the Nearby Friends product, and the city where you are using the internet. ... If you're safe, you can select ""I'm Safe"" and a notification and News Feed story will be generated with your update. Your friends can also mark you as safe."" More creepy, or more reassuring?<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Facebook+'Safety+Check'+Lets+Friends+Know+You're+OK+After+a+Major+Disaster%3A+http%3A%2F%2Fbit.ly%2F1qLcg2k""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Ftech.slashdot.org%2Fstory%2F14%2F10%2F17%2F2322206%2Ffacebook-safety-check-lets-friends-know-youre-ok-after-a-major-disaster%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://tech.slashdot.org/story/14/10/17/2322206/facebook-safety-check-lets-friends-know-youre-ok-after-a-major-disaster?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://tech.slashdot.org/story/14/10/17/2322206/facebook-safety-check-lets-friends-know-youre-ok-after-a-major-disaster?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5842679&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3f92e0ba/sc/36/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/210474462206/u/49/f/647410/c/35028/s/3f92e0ba/sc/36/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474462206/u/49/f/647410/c/35028/s/3f92e0ba/sc/36/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474462206/u/49/f/647410/c/35028/s/3f92e0ba/sc/36/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474462206/u/49/f/647410/c/35028/s/3f92e0ba/sc/36/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474462206/u/49/f/647410/c/35028/s/3f92e0ba/sc/36/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474462206/u/49/f/647410/c/35028/s/3f92e0ba/sc/36/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/210474462206/u/49/f/647410/c/35028/s/3f92e0ba/sc/36/a2.htm""><img src=""http://da.feedsportal.com/r/210474462206/u/49/f/647410/c/35028/s/3f92e0ba/sc/36/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/210474462206/u/49/f/647410/c/35028/s/3f92e0ba/sc/36/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/koWXiKQTsfE"" height=""1"" width=""1""/>"
Florida Supreme Court: Police Can't Grab Cell Tower Data Without a Warrant,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/9pBHG23Y9Sg/story01.htm,"SternisheFan writes with an excerpt from Wired with some (state-specific, but encouraging) news about how much latitude police are given to track you based on signals like wireless transmissions. The Florida Supreme Court ruled Thursday that obtaining cell phone location data to track a person's location or movement in real time constitutes a Fourth Amendment search and therefore requires a court-ordered warrant. The case specifically involves cell tower data for a convicted drug dealer that police obtained from a telecom without a warrant. But the way the ruling is written (.pdf), it would also cover the use of so-called ""stingrays"" &mdash; sophisticated technology law enforcement agencies use to locate and track people in the field without assistance from telecoms. Agencies around the country, including in Florida, have been using the technology to track suspects &mdash; sometimes without obtaining a court order, other times deliberately deceiving judges and defendants about their use of the devices to track suspects, telling judges the information came from ""confidential"" sources rather than disclose their use of stingrays. The new ruling would require them to obtain a warrant or stop using the devices. The American Civil Liberties Union calls the Florida ruling ""a resounding defense"" of the public's right to privacy.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Florida+Supreme+Court%3A+Police+Can't+Grab+Cell+Tower+Data+Without+a+Warrant%3A+http%3A%2F%2Fbit.ly%2F1sV5VWl""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fyro.slashdot.org%2Fstory%2F14%2F10%2F18%2F1751223%2Fflorida-supreme-court-police-cant-grab-cell-tower-data-without-a-warrant%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://yro.slashdot.org/story/14/10/18/1751223/florida-supreme-court-police-cant-grab-cell-tower-data-without-a-warrant?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://yro.slashdot.org/story/14/10/18/1751223/florida-supreme-court-police-cant-grab-cell-tower-data-without-a-warrant?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5845529&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3f97842e/sc/36/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/210474479092/u/49/f/647410/c/35028/s/3f97842e/sc/36/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474479092/u/49/f/647410/c/35028/s/3f97842e/sc/36/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474479092/u/49/f/647410/c/35028/s/3f97842e/sc/36/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474479092/u/49/f/647410/c/35028/s/3f97842e/sc/36/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474479092/u/49/f/647410/c/35028/s/3f97842e/sc/36/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474479092/u/49/f/647410/c/35028/s/3f97842e/sc/36/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/210474479092/u/49/f/647410/c/35028/s/3f97842e/sc/36/a2.htm""><img src=""http://da.feedsportal.com/r/210474479092/u/49/f/647410/c/35028/s/3f97842e/sc/36/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/210474479092/u/49/f/647410/c/35028/s/3f97842e/sc/36/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/9pBHG23Y9Sg"" height=""1"" width=""1""/>"
Florida politicians battle rhetoric as rising seas drive worries over climate change (climateark),http://news.feedzilla.com/en_us/stories/science/403874159?client_source=api&format=json,"Washington Post: At least twice in a normal year, the Biscayne Bay rises to
swamp the streets of this fashionable resort town in an event known as the
ôking tide.ö Water spills over seawalls and gurgles up through storm drains in
what scientists say is a preview of life in Florida in a warming climate. But
this is an election year, when even nature becomes a foil for competing
political narratives. When a highly anticipated king tide hit the Florida
coast last week, state and local officials surged into action...

"
